Id,SalePrice
1461,127682.038
1462,156541.773
1463,179380.345
1464,185107.926
1465,200603.953
1466,183425.646
1467,168028.589
1468,175730.521
1469,183396.061
1470,119010.265
1471,197912.303
1472,94991.8
1473,97514.171
1474,155497.747
1475,143158.908
1476,387622.625
1477,252015.058
1478,304512.402
1479,246172.529
1480,452029.657
1481,315022.991
1482,206149.589
1483,175918.005
1484,178025.679
1485,173686.925
1486,200523.854
1487,343972.921
1488,240393.024
1489,211670.104
1490,199720.384
1491,191559.024
1492,97007.407
1493,176430.79
1494,295640.983
1495,302171.358
1496,227500.607
1497,193981.616
1498,152626.113
1499,153059.459
1500,153056.753
1501,174881.056
1502,165185.822
1503,302668.183
1504,232400.644
1505,216632.585
1506,183486.582
1507,221817.417
1508,197860.469
1509,163959.149
1510,152119.109
1511,151327.997
1512,171413.593
1513,153212.678
1514,166712.72
1515,177571.346
1516,162325.398
1517,153962.686
1518,129985.361
1519,224337.793
1520,137966.059
1521,145497.334
1522,161907.898
1523,114639.223
1524,121410.444
1525,125122.439
1526,129967.301
1527,102037.557
1528,129237.301
1529,143465.711
1530,167445.02
1531,126600.981
1532,107718.709
1533,149052.398
1534,116415.594
1535,161788.641
1536,117046.687
1537,76603.576
1538,186993.546
1539,242499.278
1540,112875.516
1541,151008.947
1542,143959.453
1543,219844.691
1544,80603.542
1545,105684.628
1546,123052.224
1547,141440.213
1548,136721.257
1549,116421.547
1550,142706.299
1551,116080.292
1552,147127.833
1553,147226.734
1554,114514.15
1555,171716.247
1556,98745.339
1557,128323.71
1558,94452.255
1559,120427.75
1560,150791.163
1561,156534.773
1562,126306.647
1563,124702.958
1564,163968.325
1565,156903.288
1566,216807.198
1567,78243.613
1568,225152.049
1569,145159.634
1570,125129.347
1571,131429.133
1572,146369.374
1573,239042.843
1574,116437.445
1575,209903.566
1576,214510.566
1577,205566.913
1578,157505.465
1579,144571.37
1580,191318.428
1581,141214.939
1582,129853.873
1583,331558.905
1584,241168.733
1585,140454.012
1586,73174.718
1587,105454.19
1588,153853.389
1589,101728.936
1590,134489.429
1591,106056.375
1592,125959.436
1593,117692.584
1594,139900.428
1595,123114.792
1596,232888.655
1597,163187.563
1598,184808.799
1599,214215.389
1600,195545.436
1601,80018.41
1602,114521.378
1603,96930.925
1604,282821.104
1605,251771.909
1606,169301.791
1607,166273.35
1608,214329.316
1609,199106.352
1610,158225.63
1611,152150.416
1612,160252.568
1613,165110.941
1614,121519.899
1615,86675.839
1616,81225.012
1617,87686.459
1618,128110.183
1619,132083.991
1620,151800.115
1621,138681.44
1622,152897.79
1623,294366.943
1624,213537.614
1625,132114.897
1626,171795.927
1627,187779.838
1628,286759.902
1629,175899.945
1630,351401.644
1631,220863.842
1632,249127.504
1633,170791.582
1634,182705.149
1635,179031.652
1636,160370.165
1637,174102.05
1638,214690.653
1639,180671.678
1640,250231.366
1641,183812.912
1642,224314.799
1643,226470.341
1644,225279.079
1645,179667.836
1646,154073.12
1647,161825.437
1648,142694.792
1649,140058.562
1650,121631.061
1651,122311.873
1652,93691.2
1653,99202.187
1654,155594.803
1655,157280.07
1656,150723.744
1657,153908.862
1658,152900.854
1659,145431.513
1660,144298.766
1661,433008.856
1662,391689.787
1663,370138.937
1664,442386.964
1665,312025.819
1666,334441.335
1667,363566.726
1668,326766.796
1669,299968.787
1670,339461.762
1671,260626.628
1672,466852.573
1673,305296.146
1674,250385.421
1675,188421.351
1676,192069.013
1677,213062.564
1678,456108.415
1679,374289.281
1680,326023.376
1681,266416.171
1682,305967.579
1683,186918.925
1684,169729.871
1685,174342.464
1686,168502.75
1687,167397.62
1688,185125.556
1689,189228.909
1690,184288.77
1691,175464.047
1692,269666.511
1693,170963.922
1694,184986.699
1695,169935.719
1696,268258.028
1697,172154.784
1698,350497.421
1699,321778.426
1700,243157.366
1701,261671.999
1702,252772.835
1703,248936.413
1704,294418.916
1705,235475.298
1706,438246.012
1707,224196.727
1708,220834.99
1709,284625.621
1710,220753.091
1711,264012.719
1712,234827.603
1713,249247.059
1714,225187.319
